"id","sentiment"
"12311_10",0.914961581684
"8348_2",0.0632954187829
"5828_4",0.94073852755
"7186_2",0.134307351327
"12128_7",0.924105349728
"2913_8",0.938953980968
"4396_1",0.0756212745464
"395_2",0.213087990652
"10616_1",0.0872341619002
"9074_9",0.680650266049
"9252_3",0.0515395844033
"9896_9",0.67534974006
"574_4",0.080930222308
"11182_8",0.823069620983
"11656_4",0.343365327192
"2322_4",0.130279669806
"8703_1",0.0725182716957
"7483_1",0.190972332779
"6007_10",0.923266995844
"12424_4",0.0800178240465
"4672_1",0.0853843327951
"10841_3",0.0672982105631
"8954_7",0.153317625082
"7392_1",0.211993091448
"10288_8",0.942969491163
"5343_4",0.0838123306492
"4950_1",0.0861497754962
"9257_4",0.748580201163
"8689_3",0.0568065349672
"4480_2",0.0587130256605
"9286_10",0.939879516861
"12245_10",0.912432701237
"7529_7",0.934317821355
"4_4",0.0585384258935
"5299_2",0.0759427616529
"12077_8",0.93836502095
"10701_2",0.0820275500467
"11579_1",0.0751781298567
"10993_1",0.0791941835146
"8913_1",0.0513624165145
"1350_3",0.0553792380111
"3804_2",0.0803154265923
"5025_3",0.0895361957527
"5170_8",0.815710684812
"8225_8",0.942037654129
"6427_7",0.94011504013
"3165_3",0.0519277677203
"7902_9",0.91740643607
"8208_3",0.0801549963103
"3577_8",0.940334917371
"4865_1",0.0751758865537
"9063_3",0.0558457105303
"1106_1",0.164193159418
"1117_9",0.920666478854
"1050_4",0.386007167925
"10755_9",0.747323128379
"2729_8",0.937175387946
"10072_10",0.930557210272
"2904_7",0.93428747872
"4584_2",0.773479283371
"189_4",0.332597650818
"6302_4",0.0623440433604
"8138_9",0.901373909271
"1262_1",0.0574857573385
"2199_10",0.92297858668
"6551_7",0.925464131639
"8082_7",0.0562221437426
"4897_8",0.923567599577
"7360_1",0.0607076298253
"11012_10",0.925922434759
"12046_1",0.0647355248948
"2331_2",0.761149231149
"8961_9",0.931027064858
"751_7",0.889715653874
"9884_10",0.891216532307
"10016_8",0.938329810021
"8023_10",0.83236600422
"2628_1",0.0614683446396
"5832_1",0.0742863130099
"7302_1",0.051000932082
"4501_3",0.522338600864
"1121_7",0.533819076128
"8334_3",0.94321028611
"9789_10",0.638349403852
"4230_10",0.942783586817
"824_4",0.125073695163
"6803_9",0.937651491596
"3086_7",0.92114377197
"1135_8",0.938857258291
"10136_1",0.0649711190065
"11129_3",0.0788774243549
"2072_8",0.541951119913
"9501_7",0.92995965899
"319_10",0.936376771141
"1693_7",0.944081100943
"10886_1",0.0841589533876
"9406_8",0.942882897462
"10376_10",0.19883487528
"9902_1",0.06458764413
"9938_8",0.867618008326
"7080_9",0.943571124242
"11944_8",0.55424887069
"5249_1",0.0842876364314
"9599_2",0.0593741370977
"9620_1",0.0567770696639
"11244_1",0.0520617200861
"6841_10",0.919399180328
