"id","sentiment"
"12311_10",0.988875711799
"8348_2",0.0264041308649
"5828_4",0.811731314225
"7186_2",0.570848348073
"12128_7",0.88668100349
"2913_8",0.725164960295
"4396_1",0.0422103618487
"395_2",0.397788266258
"10616_1",0.00944482665708
"9074_9",0.346394676926
"9252_3",0.0640191677745
"9896_9",0.675058828648
"574_4",0.421888528301
"11182_8",0.637490655066
"11656_4",0.523673847709
"2322_4",0.851522217466
"8703_1",0.229219706162
"7483_1",0.505794893427
"6007_10",0.972114599675
"12424_4",0.0171658960529
"4672_1",0.0061368448327
"10841_3",0.0467900850876
"8954_7",0.567565246966
"7392_1",0.0450195159737
"10288_8",0.842924129283
"5343_4",0.0110915980856
"4950_1",0.0159264923379
"9257_4",0.530792104162
"8689_3",0.232698488874
"4480_2",0.109380227661
"9286_10",0.955748342319
"12245_10",0.993776454274
"7529_7",0.932442855577
"4_4",0.123569412076
"5299_2",0.052782313755
"12077_8",0.847264363093
"10701_2",0.0450440727847
"11579_1",0.0596815359871
"10993_1",0.0564152180766
"8913_1",0.103034733874
"1350_3",0.13647141606
"3804_2",0.0362741349134
"5025_3",0.447953342613
"5170_8",0.493173093168
"8225_8",0.911490916208
"6427_7",0.885561696574
"3165_3",0.498565929124
"7902_9",0.985531899233
"8208_3",0.0262747417942
"3577_8",0.869740737554
"4865_1",0.0287991942058
"9063_3",0.139132493307
"1106_1",0.426688039198
"1117_9",0.958218691696
"1050_4",0.468999623513
"10755_9",0.790815193651
"2729_8",0.795055071403
"10072_10",0.971498836594
"2904_7",0.931089129842
"4584_2",0.55154382576
"189_4",0.680893327547
"6302_4",0.346179710206
"8138_9",0.761955619751
"1262_1",0.202590934575
"2199_10",0.95632463901
"6551_7",0.812813109705
"8082_7",0.320495301037
"4897_8",0.977330473936
"7360_1",0.0396257819342
"11012_10",0.920374131457
"12046_1",0.312639523805
"2331_2",0.548471771915
"8961_9",0.873010432335
"751_7",0.811944825393
"9884_10",0.574987820426
"10016_8",0.924403817151
"8023_10",0.844012469017
"2628_1",0.0465986873072
"5832_1",0.0410193963247
"7302_1",0.0711045331073
"4501_3",0.283713413657
"1121_7",0.625992558742
"8334_3",0.725907230563
"9789_10",0.501070514062
"4230_10",0.869617930103
"824_4",0.206274809015
"6803_9",0.817966936198
"3086_7",0.910381491225
"1135_8",0.960148898193
"10136_1",0.0274019753724
"11129_3",0.0324456208895
"2072_8",0.729235012032
"9501_7",0.959156790528
"319_10",0.939425678076
"1693_7",0.962764677971
"10886_1",0.00167721495279
"9406_8",0.766151807293
"10376_10",0.212539059591
"9902_1",0.0840488410879
"9938_8",0.400161285438
"7080_9",0.792031729836
"11944_8",0.526239729564
"5249_1",0.0328448979564
"9599_2",0.066316958251
"9620_1",0.148852347529
"11244_1",0.0920229296385
"6841_10",0.96490821509
"10050_4",0.817846011672
"10512_9",0.940811739399
"11327_3",0.0408185231927
"10681_8",0.853931481472
"808_3",0.223769070023
"546_7",0.985536487898
"10765_1",0.017626313819
"7189_9",0.710614033014
"6005_9",0.943891858222
"11915_9",0.892408532881
"5740_10",0.912493972225
"7097_10",0.427127059897
"9573_10",0.432440491142
"5084_4",0.36515644343
"12332_7",0.60176481476
"8154_1",0.0555612192987
"5610_1",0.388056415925
"5323_9",0.828345055102
"11034_8",0.808859104044
"3977_2",0.200023230257
"12380_7",0.202545675205
"1737_8",0.790832206896
"6030_9",0.568714495213
"5918_7",0.945267687729
"7061_9",0.676001179824
"266_8",0.7003535223
"1375_10",0.971247645906
"8648_3",0.00556991323703
"10146_10",0.951346035057
"4578_10",0.857356749767
"4685_8",0.879676591231
"11843_9",0.781108078001
"5467_10",0.958819490101
"10140_10",0.924437849286
"7721_8",0.886343623473
"11208_10",0.451455396086
"1063_10",0.963581264034
"8260_10",0.639646521462
"3182_9",0.92116708552
"2797_8",0.893969683235
"7613_2",0.611620472617
"11624_4",0.158124404782
"4847_10",0.910865291608
"10684_7",0.746597187426
"6312_1",0.242179798398
"4925_3",0.0595181228345
"4125_1",0.0176037683713
"2394_10",0.996858403642
"12105_10",0.774214980078
"7812_1",0.00323218241242
"1061_8",0.94106352807
"9343_3",0.602047038657
"7696_10",0.989321815508
"9355_10",0.998537694769
"782_9",0.970603795991
"9882_10",0.983511430371
"10642_10",0.936163095337
"7410_2",0.0372065052022
"9591_4",0.0292185074472
"11902_3",0.285536303263
"3495_7",0.167022864531
"6733_1",0.011788942992
"4552_1",0.00413984773953
"6722_1",0.0783666899745
"188_10",0.752158191184
"5099_10",0.869253568674
"10313_1",0.135335757979
"6756_9",0.889082070534
"6622_2",0.012030814326
"4807_10",0.99158213286
"7173_3",0.157377261105
"11321_8",0.543257273202
"7909_9",0.288745826983
"8012_7",0.297027446711
"8615_4",0.107921761185
"8117_10",0.88046778552
"1892_10",0.911053296603
"4617_1",0.365091803403
"1893_8",0.879661082501
"5435_1",0.00983136739845
"162_3",0.0723828168737
"6516_10",0.940439320936
"11588_7",0.804690382741
"2006_1",0.0752020714575
"1594_4",0.109194307184
"1472_1",0.0321242521178
"3647_1",0.511423937086
"174_7",0.870932384747
"5539_7",0.0210731113685
"3384_10",0.986385808776
"3811_4",0.515383282125
"4079_8",0.454246311171
"1179_7",0.713373654026
"3069_9",0.994448576808
"3769_8",0.810075745396
"9247_10",0.851860664672
"10434_1",0.0496669894839
"1147_10",0.946429586839
"5344_7",0.915936415916
"8073_10",0.776595400429
"7833_3",0.032640862266
"8370_1",0.0469443840504
"9007_8",0.184315692812
"6624_7",0.414035363128
"6683_3",0.1777571508
"12275_7",0.348715565916
"11927_8",0.93201641799
"1560_10",0.962131581867
"1325_9",0.601741045832
"3548_8",0.0888084153208
"607_1",0.000877060118084
"6702_7",0.41379746752
"5702_3",0.0140478685227
"11345_8",0.948802715168
"3428_4",0.178228311725
"7209_9",0.982707080774
"8425_8",0.951694924365
"3087_1",0.0432809478969
"1119_8",0.685346386211
"5715_3",0.577216383158
"8645_1",0.132494589676
"2149_3",0.0388078991544
"10403_10",0.809668516513
"5628_1",0.108186490088
"5570_10",0.979905102808
"1613_3",0.0561099273285
"1454_4",0.781200835062
"5094_3",0.154195340506
"7982_1",0.195596958463
"6894_2",0.596699784619
"6554_1",0.386593532006
"4721_3",0.206343451384
"6904_4",0.0854887461609
"893_8",0.988734198506
"4605_4",0.652566278986
"11516_7",0.655407706411
"11718_7",0.976831230948
"5956_1",0.0176439742135
"7455_9",0.68711885734
"6396_4",0.655404858861
"1223_8",0.938963172318
"8556_1",0.174645567133
"6108_8",0.749275752121
"11690_1",0.0163377941681
"3778_9",0.779302495183
"3627_4",0.56427116266
"8256_4",0.353348283456
"533_1",0.00548947835767
"5235_4",0.0206434993789
"621_2",0.216977296301
"5365_1",0.594294091613
"8180_3",0.442461314248
"7396_7",0.191681624581
"9776_10",0.945182633992
"8175_10",0.925569779337
"3128_1",0.103075947009
"4606_1",0.185752024234
"6158_2",0.0308803313026
"3281_10",0.715892794535
"4723_4",0.208147217362
"11994_3",0.277486908415
"7701_1",0.00111958115204
"103_3",0.145340856214
"8908_10",0.899850249922
"8876_1",0.0672620838496
"7519_9",0.958765238457
"12456_8",0.502470216027
"9514_8",0.77999501386
"8680_8",0.346016801507
"12402_10",0.823380149829
"362_2",0.192497663735
"9825_7",0.876353691653
"2913_3",0.589356715292
"7164_8",0.95582070603
"11177_7",0.917690398413
"5707_10",0.933014149347
"8103_10",0.845149891344
"6289_1",0.0180047828107
"11754_1",0.208950820368
"11640_10",0.902453306287
"9933_7",0.793591940644
"185_10",0.889369888466
"242_10",0.971235537829
"9369_8",0.940179133846
"7453_10",0.680218131432
"7514_7",0.650810788952
"10860_2",0.0401067258742
"8663_8",0.59170360586
"9108_1",0.0357545739563
"7941_1",0.146651462638
"10116_1",0.00133678070008
"9841_4",0.234720430836
"4512_9",0.961210342792
"4853_2",0.117561565335
"2664_4",0.674090327106
"9966_10",0.944117136899
"5167_2",0.0241384369044
"3894_2",0.00786633911251
"3929_8",0.694271827564
"7165_10",0.908516570436
"5451_8",0.558524248907
"2947_4",0.495455307296
"4611_10",0.949684468745
"5807_1",0.264797018509
"9464_8",0.904363534289
"3124_10",0.910139067345
"2705_4",0.829678367109
"12187_8",0.873027014777
"12319_10",0.935690070395
"9874_3",0.155651648784
"3406_4",0.329063566973
"2327_10",0.953086274112
"605_10",0.977303477043
"8080_4",0.356364864185
"3074_10",0.985076456715
"2499_3",0.128471107425
"1013_1",0.537351708585
"11535_1",0.0169743664462
"4118_7",0.38843781324
"10492_8",0.978449170196
"2129_4",0.230043858751
"9814_10",0.71921869519
"10671_9",0.635976422762
"5980_10",0.974740260861
"2755_2",0.471965416899
"5461_2",0.318015333645
"11979_1",0.076370934991
"8810_1",0.0382470320476
"852_7",0.968106915964
"10961_4",0.117887934876
"7436_4",0.278091527296
"11281_3",0.543377815714
"4208_3",0.0908308156299
"8213_10",0.759209465504
"9851_2",0.572307465015
"4713_7",0.719709672789
"9528_1",0.913381054875
"3595_10",0.968058122979
"5785_3",0.284902081414
"10370_3",0.0164579464061
"1980_3",0.601410280354
"8800_4",0.343611431903
"4437_3",0.148076447914
"28_3",0.626877126479
"12171_1",0.323996003324
